treatment_effect,recommendation
0.7972599427393663,High discount impact
0.7537136660458321,High discount impact
0.710566399671899,Normal discount impact
0.6875229023518433,Normal discount impact
0.6787278995936687,Normal discount impact
0.8001312643445035,High discount impact
0.7392528341829201,Normal discount impact
0.8001981024191682,High discount impact
0.7970887478935736,High discount impact
0.805901482066078,High discount impact
0.8001393098668077,High discount impact
0.7136885517586162,Normal discount impact
0.7798610871434728,High discount impact
0.7683716463946259,High discount impact
0.7106125040151473,Normal discount impact
0.7422706647079796,High discount impact
0.774320441563658,High discount impact
0.7481283611840216,High discount impact
0.6989436758028822,Normal discount impact
0.7744283914336842,High discount impact
0.7220676253661974,Normal discount impact
0.788488570451561,High discount impact
0.7280917655356854,Normal discount impact
0.7479279336661183,High discount impact
0.7944636396469413,High discount impact
0.7450749233121039,High discount impact
0.7220581496114588,Normal discount impact
0.6992581391838996,Normal discount impact
0.7221997565827303,Normal discount impact
0.7450757216228934,High discount impact
0.6758485943835574,Normal discount impact
0.7045935275108556,Normal discount impact
0.6759943891259588,Normal discount impact
0.79132157698216,High discount impact
0.8056719734516115,High discount impact
0.7222267940557902,Normal discount impact
0.8141941823420384,High discount impact
0.7657048909227798,High discount impact
0.8030592491395366,High discount impact
0.7335610696127566,Normal discount impact
0.7797227136153494,High discount impact
0.8030124127610357,High discount impact
0.6960424332860753,Normal discount impact
0.7885728605904262,High discount impact
0.802733747790588,High discount impact
0.7222407416236664,Normal discount impact
0.7858308486610516,High discount impact
0.7913313705312446,High discount impact
0.7826579143562485,High discount impact
0.6902607339404904,Normal discount impact
0.7481124934811348,High discount impact
0.7656065189731389,High discount impact
0.8083491181169781,High discount impact
0.6847534686662985,Normal discount impact
0.7880520041993284,High discount impact
0.7682759481528972,High discount impact
0.7365041517434813,Normal discount impact
0.7306382668353244,Normal discount impact
0.687431403080422,Normal discount impact
0.6789536440761405,Normal discount impact
0.6787836185449706,Normal discount impact
0.7651236806978022,High discount impact
0.7019668763577244,Normal discount impact
0.7624383871477318,High discount impact
0.7654102442784495,High discount impact
0.7337288265441729,Normal discount impact
0.7017303390708621,Normal discount impact
0.681399617582312,Normal discount impact
0.7623582089066495,High discount impact
0.7913784567585697,High discount impact
0.7826845633189561,High discount impact
0.7767706170710007,High discount impact
0.725377958348605,Normal discount impact
0.7680340845294176,High discount impact
0.6874839277305724,Normal discount impact
0.6758451057611737,Normal discount impact
0.7334810607121701,Normal discount impact
0.7621413975821917,High discount impact
0.7018301402082148,Normal discount impact
0.6872664184740125,Normal discount impact
0.7133877102057887,Normal discount impact
0.6789281509986977,Normal discount impact
0.7539055149719487,High discount impact
0.7770954680952229,High discount impact
0.6786104622009609,Normal discount impact
0.7106356088460363,Normal discount impact
0.7047610725710524,Normal discount impact
0.6875902652656798,Normal discount impact
0.7367951497701332,Normal discount impact
0.8029183878667688,High discount impact
0.7999510375282909,High discount impact
0.6846628107314632,Normal discount impact
0.6930309826192443,Normal discount impact
0.7451580194025325,High discount impact
0.6956838625844788,Normal discount impact
0.7305167907654451,Normal discount impact
0.7221299251393352,Normal discount impact
0.7624900779322299,High discount impact
0.7278430669761224,Normal discount impact
0.7104685565843895,Normal discount impact
0.8116976968449072,High discount impact
0.6702578415093069,Normal discount impact
0.7480125600554377,High discount impact
0.7131696306237124,Normal discount impact
0.7742526212708444,High discount impact
0.7713449933634651,High discount impact
0.7102089816555327,Normal discount impact
0.7685030996278084,High discount impact
0.7188065932989011,Normal discount impact
0.8026299560972029,High discount impact
0.6788524963121877,Normal discount impact
0.7653839733441623,High discount impact
0.6818641931065939,Normal discount impact
0.6962915925981218,Normal discount impact
0.6873120603924421,Normal discount impact
0.7363981911640111,Normal discount impact
0.6989205023060755,Normal discount impact
0.8001364740523145,High discount impact
0.6704388876866807,Normal discount impact
