customer_id,age,gender,income,previous_purchases,discount,sales,treatment_effect,recommendation
10381,42,Male,49624.6,5,30,195.01,0.7423516492582191,Medium Discount
10382,41,Male,62266.49,4,30,175.29,0.7367184062811987,Medium Discount
10383,30,Female,70853.11,3,20,169.19,0.7049065950978359,Medium Discount
10384,24,Female,58367.15,3,20,173.75,0.6875093453381329,Low Discount
10385,53,Male,50155.29,5,0,114.2,0.7741332925794123,Medium Discount
10386,62,Female,30322.46,10,5,155.95,0.8168072503938164,High Discount
10387,37,Male,34023.3,2,5,93.38,0.7194026710304405,Medium Discount
10388,18,Male,45421.63,5,10,143.92,0.672994450408543,Low Discount
10389,25,Male,40857.32,3,25,162.04,0.6875776661475941,Low Discount
10390,63,Male,47195.43,4,25,152.19,0.8001999388458155,High Discount
10391,33,Male,50849.75,6,25,177.26,0.7191652078468684,Medium Discount
10392,31,Female,57945.39,3,15,145.55,0.7077301786898644,Medium Discount
10393,29,Male,48942.52,4,5,117.52,0.7019829348697635,Medium Discount
10394,40,Male,57297.52,4,10,123.99,0.7338042293068595,Medium Discount
10395,32,Female,50967.12,5,20,180.49,0.7162004353357571,Medium Discount
10396,45,Male,20368.0,8,30,191.19,0.7592953102803323,Medium Discount
10397,51,Female,35909.97,5,25,170.81,0.7710150509501138,Medium Discount
10398,19,Female,47838.69,6,20,170.2,0.6814359481092498,Low Discount
10399,49,Female,31854.58,3,20,129.14,0.7595998834087947,Medium Discount
10400,40,Male,58998.93,4,0,113.35,0.7338128515118983,Medium Discount
10401,39,Male,72961.26,5,15,167.9,0.7338029245911657,Medium Discount
10402,42,Male,68281.43,6,10,152.46,0.7452545083851135,Medium Discount
10403,39,Female,46798.36,7,15,163.54,0.742018904568685,Medium Discount
10404,39,Male,72360.89,5,0,132.19,0.7337998821068502,Medium Discount
10405,59,Female,52230.01,2,10,97.36,0.7857847855071387,Medium Discount
10406,23,Male,44943.71,6,10,137.02,0.6902453197744877,Low Discount
10407,32,Female,40798.96,4,5,117.03,0.7133405940900597,Medium Discount
10408,60,Male,45462.95,2,15,120.96,0.7859075472600677,Medium Discount
10409,54,Male,44177.35,4,15,136.18,0.7741836818506017,Medium Discount
10410,50,Male,52556.24,2,5,113.8,0.757053535659924,Medium Discount
10411,25,Female,52408.61,3,20,143.87,0.6903681451654089,Low Discount
10412,61,Female,50045.69,4,0,126.81,0.7971683321816454,Medium Discount
10413,61,Male,56554.07,7,15,154.23,0.8028943105597762,High Discount
10414,22,Male,67859.69,5,5,114.31,0.6846641426196785,Low Discount
10415,56,Female,64243.31,5,30,205.91,0.7856036143802145,Medium Discount
10416,21,Female,27726.53,7,10,135.02,0.6899203299464521,Low Discount
10417,23,Female,15000.0,9,25,182.33,0.7012504520518172,Medium Discount
10418,62,Male,64014.8,7,30,222.85,0.8058211149817193,High Discount
10419,49,Female,29496.82,6,5,120.28,0.7680128717597553,Medium Discount
10420,47,Male,46628.52,6,25,192.92,0.7595897573897518,Medium Discount
10421,64,Female,32448.3,9,20,182.12,0.8197877028599372,High Discount
10422,52,Male,22970.29,2,0,81.11,0.7626815950978639,Medium Discount
10423,57,Female,58121.94,3,25,160.45,0.7828449645507038,Medium Discount
10424,33,Female,61387.33,9,20,193.5,0.7303754864337997,Medium Discount
10425,30,Female,41352.34,3,25,174.48,0.7047570945731266,Medium Discount
10426,59,Female,15000.0,8,10,157.66,0.8024459891093865,High Discount
10427,47,Female,41806.33,5,10,128.64,0.7594889485726449,Medium Discount
10428,36,Male,55877.06,4,10,133.15,0.7222410476114879,Medium Discount
10429,34,Female,27816.33,9,10,175.67,0.7330943550911938,Medium Discount
10430,36,Female,52750.4,2,5,94.99,0.7193405189583958,Medium Discount
10431,45,Female,49770.35,5,10,130.54,0.7537513160666045,Medium Discount
10432,43,Male,58689.37,10,30,239.05,0.7593281436602599,Medium Discount
10433,54,Female,51793.71,5,10,163.6,0.7797625321370583,Medium Discount
10434,43,Male,35403.97,4,30,175.24,0.7423602671966596,Medium Discount
10435,40,Female,67948.57,7,5,162.97,0.7450150829236812,Medium Discount
10436,26,Female,47622.06,3,10,112.64,0.6932328842654547,Low Discount
10437,29,Male,49590.43,6,20,176.41,0.707602842757794,Medium Discount
10438,18,Female,36000.98,3,20,138.4,0.6700620258148529,Low Discount
10439,18,Male,43350.77,3,15,151.84,0.6673673314622374,Low Discount
10440,64,Male,36727.96,4,20,166.35,0.8030358888491419,High Discount
10441,51,Female,47405.81,1,0,104.5,0.7598400592407436,Medium Discount
10442,49,Male,75675.63,2,0,96.88,0.7542817015653884,Medium Discount
10443,42,Female,29421.48,4,0,97.07,0.742172894777134,Medium Discount
10444,57,Female,25796.58,5,5,119.15,0.7882977743878569,Medium Discount
10445,62,Male,72067.55,8,20,193.47,0.8086702360019792,High Discount
10446,18,Male,46860.14,7,30,205.74,0.678618364806059,Low Discount
10447,33,Male,39963.91,7,0,135.07,0.7219183541131727,Medium Discount
10448,56,Male,65598.57,2,15,130.8,0.7744536049259291,Medium Discount
10449,22,Female,40915.77,6,5,123.92,0.6900678523930535,Low Discount
10450,39,Female,77390.15,8,15,182.5,0.7449822462789962,Medium Discount
10451,46,Male,60168.89,6,20,164.65,0.7567693798668177,Medium Discount
10452,20,Female,42681.33,4,10,136.88,0.6786821835759812,Low Discount
10453,29,Female,82359.62,4,15,153.62,0.7048842228619947,Medium Discount
10454,43,Female,40914.28,4,10,119.35,0.74512013244813,Medium Discount
10455,33,Female,61131.43,1,5,106.36,0.7079076916695174,Medium Discount
10456,54,Male,54489.39,6,15,162.64,0.7798525644774562,Medium Discount
10457,39,Male,69526.12,8,15,181.01,0.742210453122762,Medium Discount
10458,46,Female,73422.67,7,25,213.32,0.7623767988058215,Medium Discount
10459,31,Male,50480.06,7,5,138.09,0.7161936549907059,Medium Discount
10460,45,Male,38698.73,6,5,108.08,0.7537715801069266,Medium Discount
10461,22,Male,56899.58,6,0,139.78,0.6874169125092315,Low Discount
10462,64,Female,39834.27,4,20,143.64,0.8057835713927914,High Discount
10463,47,Female,80200.81,3,15,144.41,0.7540668951064112,Medium Discount
10464,63,Female,52048.03,6,15,154.38,0.8085730955181845,High Discount
10465,22,Male,44520.18,3,30,171.86,0.6789292409160123,Low Discount
10466,29,Female,52770.2,10,5,166.14,0.7215841465455859,Medium Discount
10467,33,Female,29793.11,5,5,127.28,0.7189821279977388,Medium Discount
10468,43,Male,35425.79,6,20,182.16,0.7479770022595904,Medium Discount
10469,43,Female,68006.21,6,5,137.71,0.7508740502235438,Medium Discount
10470,38,Female,40146.59,4,10,117.69,0.730671262969711,Medium Discount
10471,56,Male,34296.34,6,10,134.93,0.7855282241467982,Medium Discount
10472,53,Male,58049.79,5,25,185.92,0.774173299395923,Medium Discount
10473,50,Male,67785.56,3,10,131.73,0.759939025255669,Medium Discount
10474,47,Female,60784.3,2,10,116.39,0.7511601861627624,Medium Discount
10475,54,Female,64940.72,3,20,143.5,0.774212532518484,Medium Discount
10476,40,Female,38648.07,2,15,100.74,0.7308250360884033,Medium Discount
10477,27,Male,28672.84,8,10,143.29,0.7073354719192136,Medium Discount
10478,22,Male,72520.0,7,25,217.4,0.6903043840754545,Low Discount
10479,53,Female,45159.8,4,5,121.44,0.7740316055329938,Medium Discount
10480,51,Female,46237.5,3,10,120.2,0.7654507631031507,Medium Discount
10481,48,Male,69922.91,3,25,178.76,0.7541718650382397,Medium Discount
10482,27,Male,58343.45,6,20,164.29,0.7018692086529477,Medium Discount
10483,36,Male,56838.32,5,30,193.99,0.7250542312146578,Medium Discount
10484,49,Male,82475.04,1,30,156.37,0.751507846570831,Medium Discount
10485,18,Female,40347.23,8,30,212.63,0.6841256124435419,Low Discount
10486,22,Male,63917.6,9,5,169.05,0.6958774143328764,Low Discount
10487,62,Female,50855.2,4,25,172.76,0.8000614303349061,High Discount
10488,21,Female,54028.88,7,10,169.69,0.6900536218953093,Low Discount
10489,33,Female,72927.03,3,15,155.72,0.7135840925068606,Medium Discount
10490,41,Male,57617.54,7,5,135.22,0.7451197836095587,Medium Discount
10491,33,Male,58074.44,5,5,143.36,0.7163935080361638,Medium Discount
10492,19,Male,66087.61,6,30,203.95,0.6787964870828789,Low Discount
10493,45,Male,44525.71,8,15,154.06,0.7594177338754036,Medium Discount
10494,49,Female,37411.85,2,30,158.62,0.7568197336435664,Medium Discount
10495,44,Male,34327.86,4,5,118.14,0.7452438096271576,Medium Discount
10496,37,Male,20504.65,9,10,147.11,0.7389923485108981,Medium Discount
10497,41,Female,80843.11,4,30,210.75,0.7395444874382544,Medium Discount
10498,29,Male,33451.87,4,30,164.49,0.701904433179703,Medium Discount
10499,52,Female,46681.2,3,30,167.53,0.7683420074476144,Medium Discount
10500,50,Female,45847.8,4,5,110.78,0.765368104656575,Medium Discount
10501,50,Female,54611.1,4,10,117.22,0.7654125142753132,Medium Discount
10502,60,Female,62236.06,6,15,156.69,0.7999577377739536,Medium Discount
10503,54,Female,62907.1,7,0,130.33,0.785435475750981,Medium Discount
10504,29,Female,41253.84,3,15,130.83,0.7018675995925314,Medium Discount
10505,20,Female,47493.17,6,10,116.73,0.6843231929376292,Low Discount
10506,18,Female,54238.7,8,20,198.28,0.6841960099977068,Low Discount
10507,50,Male,46269.63,7,30,211.2,0.7710632383340871,Medium Discount
10508,57,Male,74110.18,3,15,160.37,0.7801940471167138,Medium Discount
10509,27,Male,57364.62,4,20,145.77,0.6962476237675495,Low Discount
10510,60,Male,61023.17,6,20,175.58,0.7972196504809872,Medium Discount
10511,61,Female,59943.22,8,10,178.39,0.8084517386896904,High Discount
10512,46,Male,67602.11,3,10,143.08,0.7483821123337591,Medium Discount
10513,30,Female,52715.32,4,30,198.15,0.7076229907867767,Medium Discount
10514,29,Male,30547.52,3,0,90.3,0.6990814026140791,Low Discount
10515,48,Male,55995.32,8,25,203.94,0.7681428456546636,Medium Discount
10516,63,Male,40229.65,1,5,75.04,0.7917397017578847,Medium Discount
10517,19,Female,42070.75,3,15,143.18,0.6729817812936717,Low Discount
10518,52,Male,58795.46,7,10,155.79,0.7769047068866517,Medium Discount
10519,40,Female,68574.25,5,15,162.13,0.7394016291849244,Medium Discount
10520,34,Female,50319.07,9,25,209.33,0.733208391824384,Medium Discount
10521,43,Male,54632.5,5,25,155.87,0.7452660235174232,Medium Discount
10522,25,Male,75533.22,4,30,186.65,0.6905617048291358,Low Discount
10523,46,Male,53611.3,5,20,171.34,0.7539278358421589,Medium Discount
10524,43,Female,89025.25,7,30,225.03,0.7537888802798234,Medium Discount
10525,27,Male,58482.64,3,5,120.36,0.693444977294462,Low Discount
10526,43,Female,23588.56,6,0,117.63,0.750648955692745,Medium Discount
10527,51,Female,61300.12,7,15,165.92,0.7767603446454464,Medium Discount
10528,58,Male,55717.38,4,5,117.21,0.7857981463099428,Medium Discount
10529,24,Male,69346.29,4,0,115.26,0.6876413556206796,Low Discount
10530,21,Female,60097.72,4,15,157.28,0.6816594401181172,Low Discount
10531,62,Female,47923.16,3,5,108.12,0.7972382594451642,Medium Discount
10532,28,Female,31635.53,4,10,105.01,0.7017381734840492,Medium Discount
10533,46,Male,46864.65,2,15,124.95,0.7454687092354114,Medium Discount
10534,53,Female,37242.19,7,5,144.45,0.7824164183315094,Medium Discount
10535,42,Male,41292.15,6,25,194.72,0.7451177352933764,Medium Discount
10536,38,Female,58828.68,7,0,138.22,0.7391908745923628,Medium Discount
10537,53,Female,75048.57,5,5,125.16,0.7769913845614197,Medium Discount
10538,27,Male,55920.07,4,10,130.9,0.6962403032473404,Low Discount
10539,54,Female,32061.75,5,30,185.78,0.7796625368361375,Medium Discount
10540,26,Male,56669.04,4,15,156.5,0.693355102975313,Low Discount
10541,41,Male,67949.47,7,15,182.55,0.7451721425465037,Medium Discount
10542,52,Female,40853.26,5,15,145.41,0.7739290977863761,Medium Discount
10543,52,Male,47989.74,6,10,155.58,0.7740416346895407,Medium Discount
10544,53,Male,50220.32,5,0,108.7,0.7741336221307806,Medium Discount
10545,35,Female,38226.53,2,15,124.46,0.7163779207881509,Medium Discount
10546,56,Male,59724.21,4,0,119.36,0.7800404600228866,Medium Discount
10547,49,Male,48185.78,4,5,124.36,0.7597590162301184,Medium Discount
10548,41,Male,56292.99,6,25,194.64,0.7423047589681507,Medium Discount
10549,40,Female,36687.62,11,25,224.58,0.7560899113384683,Medium Discount
10550,49,Male,43438.13,6,0,109.23,0.7653515811351995,Medium Discount
10551,54,Female,60835.72,8,0,144.59,0.7882332908986409,Medium Discount
10552,29,Female,44407.5,5,25,165.61,0.7075002058250385,Medium Discount
10553,30,Male,75904.46,3,15,146.56,0.7022002529819243,Medium Discount
10554,40,Male,44005.46,5,20,150.31,0.7365451816150886,Medium Discount
10555,42,Male,53370.27,1,20,138.13,0.7311373821508986,Medium Discount
10556,52,Female,63988.86,8,10,151.34,0.7824712783820342,Medium Discount
10557,58,Male,28724.51,6,30,193.54,0.7912779795113337,Medium Discount
10558,47,Male,23587.87,4,25,156.45,0.7538563702135646,Medium Discount
10559,34,Male,27115.16,7,25,201.08,0.724742236546416,Medium Discount
10560,37,Male,68938.76,1,10,115.42,0.7167712992398046,Medium Discount
10561,42,Male,41722.13,7,20,174.81,0.7479282265383886,Medium Discount
10562,39,Female,88372.99,3,5,137.51,0.7309963426056442,Medium Discount
10563,30,Female,41536.29,9,15,178.8,0.7216079002315734,Medium Discount
10564,36,Male,52768.27,4,15,148.63,0.7222252932519844,Medium Discount
10565,53,Male,73131.65,2,5,125.01,0.7658247927390488,Medium Discount
10566,29,Male,80091.39,4,5,131.87,0.7021407874413779,Medium Discount
10567,58,Male,80922.55,6,20,200.41,0.7915425025854365,Medium Discount
10568,36,Female,68125.49,2,10,108.27,0.7194184350271103,Medium Discount
10569,29,Male,65360.94,1,5,119.22,0.693641201474106,Low Discount
10570,26,Female,58887.9,7,10,142.56,0.7045232249336238,Medium Discount
10571,24,Female,61675.42,7,30,225.36,0.6987593595710797,Low Discount
10572,45,Male,41732.21,6,0,100.2,0.7537869528192895,Medium Discount
10573,31,Female,37727.02,8,15,190.17,0.7216692796329498,Medium Discount
10574,48,Female,49949.38,7,20,182.58,0.7680358352615603,Medium Discount
10575,36,Female,47447.23,5,15,141.77,0.7277385809077579,Medium Discount
10576,64,Female,43201.58,6,20,188.25,0.811417260335584,High Discount
10577,33,Male,60445.81,6,0,117.33,0.7192138376285705,Medium Discount
10578,22,Male,64329.58,7,15,173.39,0.6902628776304501,Low Discount
10579,52,Female,51326.1,6,0,149.71,0.7767904830534623,Medium Discount
10580,29,Male,72162.95,3,20,164.04,0.6992922963846825,Low Discount
10581,42,Male,32874.66,3,5,82.68,0.7366501414006325,Medium Discount
10582,38,Male,47095.11,1,30,153.81,0.7195495983791304,Medium Discount
10583,53,Male,39247.67,5,15,143.51,0.7740780162285466,Medium Discount
10584,40,Male,22001.95,3,0,86.89,0.7308170503347372,Medium Discount
10585,33,Female,48759.79,9,25,208.44,0.730311494075099,Medium Discount
10586,56,Male,48173.79,8,15,181.05,0.7912151751381666,Medium Discount
10587,62,Male,72701.75,4,15,140.57,0.7974402009537671,Medium Discount
10588,59,Male,59462.18,2,15,127.75,0.783089495093752,Medium Discount
10589,56,Male,34637.2,3,10,119.44,0.7771050147877661,Medium Discount
10590,31,Female,77811.39,2,0,97.28,0.7050225410198433,Medium Discount
10591,48,Female,68315.51,4,0,127.12,0.7597039722410481,Medium Discount
10592,22,Female,58731.47,4,15,141.44,0.6845415122113244,Low Discount
10593,52,Female,46602.74,5,5,127.23,0.773958234323382,Medium Discount
10594,40,Male,35608.41,8,15,168.25,0.7449275647640877,Medium Discount
10595,46,Female,44416.9,6,10,135.06,0.7594214945407091,Medium Discount
10596,60,Male,66331.23,3,20,157.77,0.7888216133125906,Medium Discount
10597,28,Male,78268.79,5,10,141.02,0.7020508675130898,Medium Discount
10598,35,Male,73148.65,6,5,142.64,0.7250562032115473,Medium Discount
10599,64,Male,42667.26,3,15,133.14,0.8002576750905148,High Discount
10600,29,Male,33205.74,8,0,116.33,0.713136434843316,Medium Discount
10601,26,Female,52113.29,8,30,221.29,0.7072972056066977,Medium Discount
10602,27,Female,23473.41,5,25,166.84,0.7016161268835963,Medium Discount
10603,61,Female,54847.52,4,15,152.24,0.7971926663296885,Medium Discount
10604,34,Female,47785.96,2,5,102.42,0.7135373691267505,Medium Discount
10605,55,Male,43009.45,6,0,108.0,0.7826833836046646,Medium Discount
10606,24,Female,26079.45,5,10,128.04,0.6929623460241946,Low Discount
10607,63,Male,57704.0,6,20,183.08,0.8058698174242375,High Discount
10608,30,Female,42009.49,7,20,165.1,0.7159936737726467,Medium Discount
10609,57,Male,32451.25,3,30,154.12,0.7799829329019381,Medium Discount
10610,59,Male,15000.0,9,15,164.54,0.8025223606004422,High Discount
10611,26,Female,49587.28,2,10,112.08,0.6904345311326607,Low Discount
10612,44,Male,76583.77,0,30,163.13,0.7342247001745927,Medium Discount
10613,19,Male,74918.89,6,25,195.04,0.6788412412026478,Low Discount
10614,22,Female,43143.56,4,25,167.67,0.6844625176385007,Low Discount
10615,46,Male,40966.82,6,30,205.7,0.7566720698799765,Medium Discount
10616,54,Female,57031.61,4,5,128.4,0.7769807639061908,Medium Discount
10617,55,Female,35024.22,5,20,158.07,0.7825665455062991,Medium Discount
10618,36,Female,54526.88,2,10,107.2,0.7193495215943315,Medium Discount
10619,25,Male,61491.2,5,15,151.03,0.6932988565784809,Low Discount
10620,62,Male,68404.0,4,0,124.62,0.7974184213229281,Medium Discount
10621,18,Male,48497.69,3,15,131.06,0.6673934144167039,Low Discount
10622,39,Female,46944.89,5,15,141.29,0.7364030226500394,Medium Discount
10623,34,Male,36830.26,3,10,138.4,0.7135582206127841,Medium Discount
10624,24,Female,37596.79,3,20,158.04,0.6874040877560968,Low Discount
10625,42,Female,46602.82,4,10,129.06,0.7422599643466812,Medium Discount
10626,62,Male,55510.48,8,0,130.93,0.8085863300343502,High Discount
10627,21,Female,63703.77,5,30,204.09,0.6844860266762861,Low Discount
10628,53,Male,37952.32,4,10,121.08,0.7712631395634566,Medium Discount
10629,23,Male,72390.33,4,5,139.58,0.6847677860338596,Low Discount
10630,48,Male,45933.15,4,15,137.58,0.756858604803434,Medium Discount
10631,36,Male,49679.49,4,20,173.29,0.7222096402968001,Medium Discount
10632,61,Male,38791.82,7,25,182.71,0.8028042971230077,High Discount
10633,56,Female,15000.0,8,0,145.15,0.7937790016676679,Medium Discount
10634,44,Female,63260.68,7,25,202.08,0.7565473094429638,Medium Discount
10635,27,Female,61052.66,3,15,155.87,0.6961899420908664,Low Discount
10636,43,Male,45780.09,6,10,140.49,0.7480294745605844,Medium Discount
10637,36,Male,51004.86,6,25,172.89,0.7278329813367608,Medium Discount
10638,56,Male,57739.09,4,5,100.31,0.780030400065753,Medium Discount
10639,20,Female,26561.81,6,10,149.05,0.6842171194587716,Low Discount
10640,62,Male,42064.21,9,15,181.21,0.8113265008553193,High Discount
10641,30,Female,61913.97,6,25,178.98,0.7132862311070336,Medium Discount
10642,45,Female,31185.66,4,30,185.77,0.7508488225222982,Medium Discount
10643,37,Male,54403.37,6,0,136.76,0.7307391997190349,Medium Discount
10644,45,Male,29651.27,7,25,197.15,0.7565340426986901,Medium Discount
10645,25,Female,56996.45,4,30,172.1,0.693199707123208,Low Discount
10646,58,Male,49465.38,3,30,186.2,0.7829581509182637,Medium Discount
10647,56,Female,25773.02,4,25,161.23,0.7826003469363064,Medium Discount
10648,18,Male,67471.09,5,20,188.01,0.673106190062781,Low Discount
10649,20,Male,38981.13,3,25,161.42,0.673123179143543,Low Discount
10650,30,Female,37846.21,5,15,148.15,0.7103559511069155,Medium Discount
10651,45,Male,53008.54,3,30,188.1,0.7454191609460702,Medium Discount
10652,42,Female,67229.56,5,0,132.13,0.7451728063512643,Medium Discount
10653,50,Male,34762.67,5,15,155.7,0.7653883002325116,Medium Discount
10654,55,Female,50925.2,5,5,123.08,0.7826471266183648,Medium Discount
10655,23,Female,56432.25,6,10,149.49,0.6930354807952493,Low Discount
10656,61,Male,60396.58,6,25,173.36,0.8001054709359527,High Discount
10657,62,Female,52646.62,6,20,168.72,0.8056871331681197,High Discount
10658,49,Male,44494.58,5,0,120.15,0.7625486226449237,Medium Discount
10659,62,Male,37586.15,7,20,180.43,0.8056871829846101,High Discount
10660,64,Male,51292.16,3,20,139.85,0.8003013833420474,High Discount
10661,38,Female,33917.91,5,20,169.78,0.7334480102424858,Medium Discount
10662,33,Female,15000.0,7,25,205.73,0.7245237857047724,Medium Discount
10663,38,Male,56548.4,2,0,85.25,0.7224058168909092,Medium Discount
10664,28,Male,63559.02,8,0,143.72,0.7104012598038048,Medium Discount
10665,54,Female,15000.0,4,30,158.28,0.7767677610676419,Medium Discount
10666,53,Male,34854.04,2,20,132.48,0.7656308139791854,Medium Discount
10667,52,Male,59287.31,5,30,197.38,0.7712905749399964,Medium Discount
10668,36,Female,80862.43,5,30,198.46,0.7279079185193954,Medium Discount
10669,37,Male,50311.91,4,10,129.39,0.7251018410142338,Medium Discount
10670,35,Female,39079.96,6,25,180.91,0.7276154946723178,Medium Discount
10671,64,Male,47256.55,8,25,204.84,0.8143224933686667,High Discount
10672,58,Female,70623.15,4,15,169.48,0.7886056247660815,Medium Discount
10673,31,Male,40310.54,3,30,169.01,0.7049088701238005,Medium Discount
10674,32,Male,38012.12,6,25,173.89,0.7162111550049245,Medium Discount
10675,48,Female,42758.85,4,20,160.34,0.7595744592120725,Medium Discount
10676,18,Male,35700.07,2,5,100.35,0.6645202479035744,Low Discount
10677,20,Female,51840.05,3,20,147.99,0.6759202848145308,Low Discount
10678,33,Male,74370.18,1,0,100.04,0.7052428406942102,Medium Discount
10679,40,Female,54846.19,9,25,208.09,0.7505653087129086,Medium Discount
10680,28,Female,46214.7,5,25,170.3,0.7046203683262628,Medium Discount
10681,29,Female,45622.83,3,15,115.32,0.7018897402450448,Medium Discount
10682,27,Female,26552.14,4,30,167.0,0.6988234166655218,Low Discount
10683,49,Male,63246.65,3,5,100.5,0.7570270276887033,Medium Discount
10684,33,Male,48832.44,4,25,162.52,0.7135383602749403,Medium Discount
10685,25,Female,47292.8,6,15,164.94,0.6987671565956934,Low Discount
10686,55,Female,97896.61,4,15,153.4,0.7800768505500055,Medium Discount
10687,29,Female,54481.29,2,5,103.84,0.6991263198613604,Low Discount
10688,41,Male,38723.13,6,20,168.02,0.7422157205027456,Medium Discount
10689,45,Male,43604.64,3,20,143.42,0.7453715049701647,Medium Discount
10690,25,Male,67226.69,6,20,176.8,0.6961362344616673,Low Discount
10691,45,Male,51699.06,2,10,120.1,0.7426042126746318,Medium Discount
10692,53,Female,28425.83,8,30,207.85,0.7851800520646112,Medium Discount
10693,43,Female,63788.43,3,30,180.91,0.7424277391260838,Medium Discount
10694,25,Female,39977.84,6,20,163.73,0.6987300867036794,Low Discount
10695,45,Male,78099.47,4,5,142.2,0.7483546260465046,Medium Discount
10696,45,Male,66200.72,5,10,134.99,0.7511026392069109,Medium Discount
10697,54,Male,43290.17,6,30,201.52,0.7797958103904837,Medium Discount
10698,58,Female,69215.25,1,20,146.8,0.780173553247262,Medium Discount
10699,53,Female,51017.83,5,10,142.5,0.7768696044099473,Medium Discount
10700,44,Male,62791.61,7,5,149.8,0.7538129915933133,Medium Discount
10701,34,Female,57270.99,6,20,157.74,0.7248186852159202,Medium Discount
10702,26,Male,37304.65,6,0,130.53,0.6988735948884166,Low Discount
10703,50,Male,40346.75,7,25,197.06,0.7710332230610013,Medium Discount
10704,37,Female,65449.41,4,5,117.61,0.7279104938043507,Medium Discount
10705,30,Male,44978.37,3,15,141.58,0.7020435293885332,Medium Discount
10706,45,Female,43945.27,8,15,175.36,0.7621467331419904,Medium Discount
10707,46,Male,35673.16,4,5,106.51,0.7510286188077285,Medium Discount
10708,30,Female,56353.99,5,15,167.59,0.7104497426527364,Medium Discount
10709,63,Female,80937.87,5,30,201.16,0.8059111878008016,High Discount
10710,52,Female,33987.01,3,5,117.05,0.7682776773279003,Medium Discount
10711,23,Male,50363.29,9,0,152.52,0.6986977212123218,Low Discount
10712,35,Male,71183.31,8,5,171.66,0.7306628679792727,Medium Discount
10713,22,Female,48805.38,6,20,178.19,0.6901078344285987,Low Discount
10714,64,Female,56785.58,3,20,157.72,0.8030611630003668,High Discount
10715,42,Male,34064.1,5,10,134.18,0.7422727935905622,Medium Discount
10716,19,Male,56424.61,5,15,148.44,0.6759392058274821,Low Discount
10717,27,Male,47192.84,5,25,176.72,0.6990043886629497,Low Discount
10718,47,Female,64785.95,3,15,153.06,0.7539887774959787,Medium Discount
10719,62,Male,67810.79,7,30,222.1,0.8058403518523769,High Discount
10720,22,Male,88843.45,3,5,135.93,0.6791538571589725,Low Discount
10721,50,Female,58694.5,0,25,120.89,0.754199958676276,Medium Discount
10722,18,Male,54886.94,6,25,185.81,0.6758507298338611,Low Discount
10723,35,Male,52915.76,6,15,158.77,0.7249536693566213,Medium Discount
10724,49,Male,44702.51,4,25,155.82,0.7597413641250139,Medium Discount
10725,64,Female,55077.26,5,25,189.08,0.8086691302637512,High Discount
10726,28,Female,45568.98,9,20,174.53,0.7158503449947768,Medium Discount
10727,38,Female,52526.91,5,0,124.63,0.733542314739091,Medium Discount
10728,43,Female,69763.96,4,5,142.67,0.7452663334556866,Medium Discount
10729,42,Female,34901.86,3,15,126.85,0.7393923553578275,Medium Discount
10730,39,Female,67098.18,6,20,180.81,0.739313465360522,Medium Discount
10731,44,Female,69756.73,2,30,185.55,0.7425386681441442,Medium Discount
10732,30,Male,48228.97,6,30,189.48,0.7104849391251986,Medium Discount
10733,50,Male,18172.18,6,10,138.69,0.7681125371459996,Medium Discount
10734,51,Female,40882.67,6,25,171.76,0.7738485632560546,Medium Discount
10735,58,Male,69454.92,5,25,175.05,0.7886760760388521,Medium Discount
10736,52,Male,49656.98,3,15,139.29,0.7656251470027212,Medium Discount
10737,18,Female,35010.47,4,0,99.24,0.6728653184680877,Low Discount
10738,38,Male,42428.38,4,0,86.0,0.7279508856041021,Medium Discount
10739,23,Male,62609.3,5,15,172.96,0.6875265311260489,Low Discount
10740,45,Male,58201.0,4,15,144.45,0.7482537869258338,Medium Discount
10741,34,Male,46416.02,4,20,160.31,0.7164151104404136,Medium Discount
10742,22,Male,44497.63,5,30,203.3,0.6845457511258872,Low Discount
10743,48,Female,44123.63,5,15,152.04,0.7623896877263321,Medium Discount
10744,22,Female,36163.85,5,30,195.81,0.6872354589299716,Low Discount
10745,55,Female,74230.64,7,10,159.48,0.7883818556661011,Medium Discount
10746,20,Male,45165.19,3,30,185.79,0.6731545179938454,Low Discount
10747,40,Female,68257.38,2,20,141.87,0.7309750866593302,Medium Discount
10748,54,Male,72819.74,4,25,175.2,0.7743288323783313,Medium Discount
10749,54,Male,64974.66,4,25,162.44,0.7742890760066709,Medium Discount
10750,27,Male,43525.7,6,30,197.45,0.7017941170061869,Medium Discount
10751,27,Male,56055.95,3,25,170.84,0.6934326796009338,Low Discount
10752,36,Female,49637.07,5,25,184.99,0.7277496783207756,Medium Discount
10753,34,Female,36444.47,5,5,106.41,0.7219048307898028,Medium Discount
10754,38,Male,54865.39,5,10,146.18,0.7308222246603816,Medium Discount
10755,31,Female,32314.4,5,20,160.28,0.7132169134661833,Medium Discount
10756,26,Male,67815.19,3,20,164.06,0.6906032758773418,Low Discount
10757,63,Female,43030.74,10,25,206.29,0.8197606477310778,High Discount
10758,18,Female,53017.39,5,0,91.46,0.6757648840576944,Low Discount
10759,62,Male,54249.32,4,20,166.19,0.7973466899041518,Medium Discount
10760,30,Female,46116.43,4,10,128.6,0.7075895497098997,Medium Discount
10761,21,Male,58800.41,7,15,175.7,0.6873458617405864,Low Discount
10762,18,Female,42876.45,3,10,119.49,0.670096868511251,Low Discount
