customer_id,age,gender,income,previous_purchases,discount,sales
10665,54,Female,15000.0,4,30,158.28
10666,53,Male,34854.04,2,20,132.48
10667,52,Male,59287.31,5,30,197.38
10668,36,Female,80862.43,5,30,198.46
10669,37,Male,50311.91,4,10,129.39
10670,35,Female,39079.96,6,25,180.91
10671,64,Male,47256.55,8,25,204.84
10672,58,Female,70623.15,4,15,169.48
10673,31,Male,40310.54,3,30,169.01
10674,32,Male,38012.12,6,25,173.89
10675,48,Female,42758.85,4,20,160.34
10676,18,Male,35700.07,2,5,100.35
10677,20,Female,51840.05,3,20,147.99
10678,33,Male,74370.18,1,0,100.04
10679,40,Female,54846.19,9,25,208.09
10680,28,Female,46214.7,5,25,170.3
10681,29,Female,45622.83,3,15,115.32
10682,27,Female,26552.14,4,30,167.0
10683,49,Male,63246.65,3,5,100.5
10684,33,Male,48832.44,4,25,162.52
10685,25,Female,47292.8,6,15,164.94
10686,55,Female,97896.61,4,15,153.4
10687,29,Female,54481.29,2,5,103.84
10688,41,Male,38723.13,6,20,168.02
10689,45,Male,43604.64,3,20,143.42
10690,25,Male,67226.69,6,20,176.8
10691,45,Male,51699.06,2,10,120.1
10692,53,Female,28425.83,8,30,207.85
10693,43,Female,63788.43,3,30,180.91
10694,25,Female,39977.84,6,20,163.73
10695,45,Male,78099.47,4,5,142.2
10696,45,Male,66200.72,5,10,134.99
10697,54,Male,43290.17,6,30,201.52
10698,58,Female,69215.25,1,20,146.8
10699,53,Female,51017.83,5,10,142.5
10700,44,Male,62791.61,7,5,149.8
10701,34,Female,57270.99,6,20,157.74
10702,26,Male,37304.65,6,0,130.53
10703,50,Male,40346.75,7,25,197.06
10704,37,Female,65449.41,4,5,117.61
10705,30,Male,44978.37,3,15,141.58
10706,45,Female,43945.27,8,15,175.36
10707,46,Male,35673.16,4,5,106.51
10708,30,Female,56353.99,5,15,167.59
10709,63,Female,80937.87,5,30,201.16
10710,52,Female,33987.01,3,5,117.05
10711,23,Male,50363.29,9,0,152.52
10712,35,Male,71183.31,8,5,171.66
10713,22,Female,48805.38,6,20,178.19
10714,64,Female,56785.58,3,20,157.72
10715,42,Male,34064.1,5,10,134.18
10716,19,Male,56424.61,5,15,148.44
10717,27,Male,47192.84,5,25,176.72
10718,47,Female,64785.95,3,15,153.06
10719,62,Male,67810.79,7,30,222.1
10720,22,Male,88843.45,3,5,135.93
10721,50,Female,58694.5,0,25,120.89
10722,18,Male,54886.94,6,25,185.81
10723,35,Male,52915.76,6,15,158.77
10724,49,Male,44702.51,4,25,155.82
10725,64,Female,55077.26,5,25,189.08
10726,28,Female,45568.98,9,20,174.53
10727,38,Female,52526.91,5,0,124.63
10728,43,Female,69763.96,4,5,142.67
10729,42,Female,34901.86,3,15,126.85
10730,39,Female,67098.18,6,20,180.81
10731,44,Female,69756.73,2,30,185.55
10732,30,Male,48228.97,6,30,189.48
10733,50,Male,18172.18,6,10,138.69
10734,51,Female,40882.67,6,25,171.76
10735,58,Male,69454.92,5,25,175.05
10736,52,Male,49656.98,3,15,139.29
10737,18,Female,35010.47,4,0,99.24
10738,38,Male,42428.38,4,0,86.0
10739,23,Male,62609.3,5,15,172.96
10740,45,Male,58201.0,4,15,144.45
10741,34,Male,46416.02,4,20,160.31
10742,22,Male,44497.63,5,30,203.3
10743,48,Female,44123.63,5,15,152.04
10744,22,Female,36163.85,5,30,195.81
10745,55,Female,74230.64,7,10,159.48
10746,20,Male,45165.19,3,30,185.79
10747,40,Female,68257.38,2,20,141.87
10748,54,Male,72819.74,4,25,175.2
10749,54,Male,64974.66,4,25,162.44
10750,27,Male,43525.7,6,30,197.45
10751,27,Male,56055.95,3,25,170.84
10752,36,Female,49637.07,5,25,184.99
10753,34,Female,36444.47,5,5,106.41
10754,38,Male,54865.39,5,10,146.18
10755,31,Female,32314.4,5,20,160.28
10756,26,Male,67815.19,3,20,164.06
10757,63,Female,43030.74,10,25,206.29
10758,18,Female,53017.39,5,0,91.46
10759,62,Male,54249.32,4,20,166.19
10760,30,Female,46116.43,4,10,128.6
10761,21,Male,58800.41,7,15,175.7
10762,18,Female,42876.45,3,10,119.49
10763,57,Male,63069.46,6,25,194.38
10764,49,Male,29810.3,2,25,150.78
10765,51,Female,51895.69,4,5,101.88
10766,45,Female,79083.93,4,30,207.95
10767,48,Male,34995.03,4,20,147.68
10768,25,Female,39833.83,8,30,225.19
10769,56,Female,57708.62,5,30,189.26
10770,43,Male,52693.73,8,20,183.53
10771,51,Male,55259.45,5,20,166.15
10772,20,Female,57337.81,7,25,202.17
10773,29,Male,59520.82,8,20,191.02
10774,18,Male,66645.5,3,0,113.05
10775,61,Male,56147.28,4,0,106.2
10776,22,Female,46381.14,6,15,159.04
10777,47,Female,60088.61,4,20,184.41
10778,47,Male,78498.23,4,5,137.32
10779,34,Female,48010.49,6,15,163.88
10780,64,Male,35382.06,2,25,131.47
10781,40,Female,66606.21,4,20,178.85
10782,32,Male,48194.28,2,0,100.76
10783,54,Male,17409.96,8,5,128.06
10784,38,Female,62711.33,7,15,185.32
10785,31,Male,41970.08,2,5,102.78
10786,19,Female,48642.0,5,20,164.79
10787,28,Female,54979.7,6,10,163.4
10788,56,Male,52857.5,7,5,139.81
10789,55,Male,60641.78,7,5,141.6
10790,51,Female,43467.7,7,25,192.31
10791,55,Male,57696.59,6,0,132.13
10792,51,Male,46106.8,5,20,172.72
10793,35,Male,61082.16,5,5,131.53
10794,47,Male,59230.51,8,20,185.12
10795,32,Male,35968.42,7,0,149.27
10796,44,Female,66289.73,4,25,166.78
10797,51,Female,41960.55,5,20,161.53
10798,55,Male,62120.87,8,30,227.86
10799,50,Male,55509.31,5,0,129.27
10800,41,Male,77572.76,2,0,99.11
10801,32,Female,46648.01,3,15,116.07
10802,47,Male,44760.25,7,25,184.98
10803,59,Female,49708.71,3,25,169.97
10804,34,Female,45452.3,8,30,218.1
10805,22,Female,61999.13,1,20,145.7
10806,46,Male,25755.34,5,10,134.99
10807,21,Female,34194.76,3,30,179.5
10808,27,Male,33982.96,5,15,136.73
10809,34,Female,64254.61,5,25,172.65
10810,27,Male,75659.2,2,0,107.53
10811,34,Female,48433.26,7,25,182.23
10812,37,Male,47467.67,2,30,152.12
10813,41,Female,51050.78,4,10,144.76
10814,22,Male,67428.17,5,5,138.72
10815,51,Male,36089.7,4,5,112.83
10816,23,Male,53575.53,4,25,171.78
10817,19,Male,64627.96,5,25,183.75
10818,30,Female,57516.41,4,15,160.43
10819,60,Female,52843.72,4,25,155.78
10820,60,Male,65015.69,5,10,131.95
10821,28,Female,15000.0,7,25,166.64
10822,64,Male,60168.13,6,20,180.98
10823,40,Male,40188.86,6,30,211.15
10824,33,Female,22540.51,8,10,158.96
10825,48,Male,57668.04,5,15,162.26
10826,28,Male,70604.88,2,20,150.5
10827,33,Female,47938.27,4,20,142.64
10828,25,Male,64293.12,6,30,210.3
10829,21,Male,74184.17,3,5,143.85
10830,57,Male,69723.72,3,10,131.46
10831,21,Male,74599.47,5,30,196.69
10832,42,Female,61131.91,5,20,168.21
10833,20,Female,51131.5,6,15,167.06
10834,49,Female,25970.51,2,30,155.1
10835,20,Male,46309.06,6,5,142.75
10836,44,Male,37351.3,4,20,150.34
10837,46,Female,82564.14,3,30,187.87
10838,49,Male,47361.71,4,10,132.97
10839,36,Male,51848.07,2,5,99.03
10840,38,Male,58272.28,6,10,169.54
10841,22,Male,50654.04,8,10,172.56
10842,35,Female,75425.77,5,10,141.72
10843,45,Female,40660.26,6,30,185.87
10844,59,Female,52919.11,5,5,134.61
10845,39,Male,38862.94,5,30,186.26
10846,38,Female,30199.66,6,30,191.12
10847,23,Female,40823.46,4,30,175.49
10848,18,Male,49444.45,4,20,161.27
10849,22,Male,43560.47,5,25,172.59
10850,58,Female,39613.69,5,0,115.44
10851,29,Female,28905.24,4,20,154.18
10852,43,Female,48753.42,4,5,134.94
10853,63,Female,27429.19,7,0,114.57
10854,51,Male,61400.84,5,0,120.59
10855,31,Female,51236.6,4,0,95.43
10856,43,Female,28136.73,3,25,168.83
10857,62,Male,45361.86,9,30,199.93
10858,44,Female,38717.65,6,15,171.69
10859,26,Male,54787.62,6,5,138.83
10860,43,Male,70106.76,4,25,183.74
10861,64,Male,21872.41,7,25,177.78
10862,39,Female,51725.39,6,15,161.67
10863,64,Female,47598.01,6,0,127.68
10864,47,Male,60070.1,2,30,154.67
10865,60,Female,53197.95,6,15,155.58
10866,34,Female,38720.46,4,15,130.41
10867,43,Male,45214.19,7,25,195.58
10868,53,Male,38059.61,8,5,145.57
10869,18,Female,66140.11,6,10,162.25
10870,25,Male,50319.67,3,30,175.81
10871,52,Female,78517.86,4,15,169.34
10872,32,Female,49090.09,5,30,182.14
10873,64,Female,39373.9,3,15,131.77
10874,39,Female,27294.28,5,0,114.74
10875,31,Male,22952.9,8,30,209.57
10876,43,Male,26237.96,8,0,112.32
10877,45,Male,54006.9,5,25,169.29
10878,40,Male,57630.88,5,0,118.0
10879,31,Female,26282.14,8,30,199.79
10880,41,Female,63425.57,5,20,171.06
10881,19,Male,42754.08,4,30,186.34
10882,62,Female,52201.9,3,15,140.49
10883,43,Female,74183.31,7,0,146.57
10884,31,Female,63452.59,4,5,132.93
10885,24,Male,45972.04,4,20,165.73
10886,20,Male,36632.12,5,25,140.26
10887,64,Male,17722.77,3,10,104.0
10888,40,Female,39212.7,5,15,138.28
10889,63,Male,46833.05,4,15,147.67
10890,60,Male,35192.31,6,5,123.48
10891,64,Male,48031.15,5,10,139.77
10892,62,Male,51152.78,5,10,149.1
10893,35,Male,46627.16,2,25,145.78
10894,55,Male,40249.96,5,25,176.25
10895,52,Female,52529.82,3,20,165.8
10896,32,Female,56629.11,3,15,148.13
10897,42,Male,33644.01,5,0,90.96
10898,54,Male,71163.99,4,25,177.16
10899,45,Female,48521.18,3,5,114.32
10900,27,Female,50282.74,4,5,125.17
10901,56,Male,60623.22,2,5,106.29
10902,34,Male,53498.24,6,30,193.35
10903,56,Male,64297.05,7,25,201.33
10904,39,Male,54306.86,3,25,152.78
10905,43,Female,40813.44,5,5,133.9
10906,61,Male,55422.55,4,25,190.9
10907,42,Male,32844.11,6,30,193.37
10908,34,Male,51628.4,6,0,121.49
10909,30,Male,49501.55,2,0,100.16
10910,37,Female,46878.25,2,20,147.16
10911,42,Female,48071.94,5,15,148.78
10912,21,Female,21772.26,2,0,76.41
10913,27,Male,41769.13,7,20,170.79
10914,20,Male,51392.67,4,10,134.34
10915,58,Female,52397.85,5,15,156.69
10916,62,Male,34584.87,7,0,115.49
10917,35,Male,68985.62,5,30,188.75
10918,64,Female,37007.38,7,10,136.24
10919,53,Female,64541.86,1,20,144.44
10920,64,Female,56407.92,3,0,102.09
10921,39,Female,40306.59,4,0,101.32
10922,51,Male,76629.66,9,25,227.46
10923,64,Male,32095.45,4,10,114.04
10924,25,Female,63787.31,5,0,111.19
10925,57,Male,65008.73,6,5,145.42
10926,61,Female,39940.7,6,30,175.68
10927,36,Female,70886.98,3,25,169.35
10928,59,Male,46249.3,3,25,184.29
10929,58,Female,54330.4,5,0,103.68
10930,54,Male,53904.83,7,30,203.65
10931,23,Male,47985.37,6,25,163.26
10932,43,Male,62162.12,6,15,164.24
10933,51,Male,61902.33,4,10,157.62
10934,62,Female,23772.02,7,15,160.06
10935,23,Male,69565.1,4,20,160.64
10936,54,Female,25062.62,8,15,185.85
10937,50,Female,65488.19,5,30,180.32
10938,39,Female,66900.58,5,5,140.49
10939,38,Female,33635.5,4,25,161.97
10940,23,Male,43837.79,5,30,184.45
10941,23,Male,33414.43,2,25,153.28
10942,21,Female,46776.18,3,5,98.07
10943,47,Female,45379.49,7,25,194.32
10944,28,Male,61694.91,5,15,160.2
10945,47,Female,69654.63,6,20,174.12
10946,48,Male,70935.26,7,0,160.97
10947,41,Female,41567.48,2,5,97.47
10948,26,Male,46861.67,7,15,165.54
10949,20,Female,24748.43,5,30,167.1
10950,48,Female,37911.95,5,15,144.82
10951,57,Male,64472.77,7,15,199.08
10952,54,Female,74233.74,6,0,132.59
10953,53,Female,31484.77,5,10,135.93
10954,41,Male,41113.04,0,25,142.56
10955,48,Female,49603.91,7,25,191.49
10956,23,Male,54202.42,5,30,188.01
10957,19,Male,37855.95,5,20,163.65
10958,37,Female,56360.92,6,30,198.77
10959,45,Female,42892.41,8,10,157.13
10960,28,Female,49783.22,4,25,178.79
10961,21,Female,58194.26,6,20,176.4
10962,32,Female,50096.33,4,30,194.18
10963,23,Female,43454.21,1,20,128.81
10964,47,Female,48355.85,3,15,122.51
10965,55,Male,48674.56,4,5,84.58
10966,19,Female,44449.83,5,15,131.34
10967,32,Male,46118.06,4,0,88.4
10968,28,Female,73979.71,5,25,192.16
10969,25,Female,58413.79,2,20,135.49
10970,43,Male,45567.8,2,30,144.04
10971,62,Female,60454.32,5,5,131.42
10972,61,Female,44992.71,5,30,176.68
10973,22,Male,67596.87,5,25,190.93
10974,23,Female,55544.63,6,20,180.16
10975,43,Female,48390.47,4,20,161.64
10976,21,Female,56715.75,9,15,162.28
10977,36,Male,26436.86,7,5,132.17
10978,37,Female,33098.49,2,5,93.84
10979,50,Female,32091.12,3,25,140.33
10980,37,Female,52144.15,4,20,136.7
10981,29,Female,75987.72,6,5,147.41
10982,64,Male,83469.5,7,5,170.88
10983,18,Male,59570.77,4,30,160.97
10984,43,Female,57512.67,5,25,172.93
10985,31,Female,22984.13,5,15,140.31
10986,55,Male,41859.89,3,30,181.18
10987,54,Male,38183.24,3,30,164.97
10988,28,Female,40687.29,7,10,170.65
10989,53,Male,47477.84,3,0,79.79
10990,30,Female,42918.64,8,10,140.29
10991,60,Male,20310.5,8,5,146.83
10992,20,Male,61218.65,5,20,147.11
10993,50,Male,33908.85,5,0,111.57
10994,23,Male,53588.7,3,0,97.85
10995,27,Female,81111.24,3,20,155.55
10996,22,Male,36209.23,6,0,111.84
10997,40,Male,15000.0,5,20,134.61
10998,27,Female,45709.94,4,0,101.67
10999,61,Male,66514.39,6,30,206.43
11000,19,Male,79375.21,3,25,172.03
